site_name,city,site_id,list_date,site_score,indicator
Amcast Industrial Corporation,Cedarburg,WIN000510210,09/23/2009,46.86,No
Ashland/Northern States Power Lakefront,Ashland,WISFN0507952,09/05/2002,50.00,No
Better Brite Plating Chrome & Zinc Shops,DePere,WIT560010118,08/30/1990,48.91,No
City Disposal Corp. Landfill,Dunn,WID980610646,09/21/1984,36.84,No
Delavan Municipal Well #4,Delavan,WID980820062,09/21/1984,28.90,No
Hagen Farm,Stoughton,WID980610059,07/22/1987,32.06,No
Hechimovich Sanitary Landfill,Williamstown,WID052906088,03/31/1989,47.91,No
Hunts Disposal Landfill,Caledonia,WID980511919,07/22/1987,31.02,No
Janesville Ash Beds,Janesville,WID000712950,09/21/1984,57.90,No
Janesville Old Landfill,Janesville,WID980614044,09/21/1984,57.93,No
Kohler Co. Landfill,Kohler,WID006073225,09/21/1984,42.93,No
Lauer I Sanitary Landfill,Menomonee Falls,WID058735994,09/21/1984,42.69,No
"Lemberger Landfill, Inc.",Whitelaw,WID980901243,06/10/1986,34.07,No
Lemberger Transport & Recycling,Franklin Township,WID056247208,09/21/1984,34.58,No
Madison Metropolitan Sewerage District Lagoons,Blooming Grove,WID078934403,02/21/1990,32.65,No
Master Disposal Service Landfill,Brookfield,WID980820070,09/21/1984,47.49,No
"Mid-State Disposal, Inc. Landfill",Cleveland Township,WID980823082,09/21/1984,35.23,No
"Moss-American Co., Inc. (Kerr-McGee Oil Co.)",Milwaukee,WID039052626,09/21/1984,32.14,No
Muskego Sanitary Landfill,Muskego,WID000713180,09/21/1984,51.91,No
"N.W. Mauthe Co., Inc.",Appleton,WID083290981,03/31/1989,,No
"National Presto Industries, Inc.",Eau Claire,WID006196174,06/10/1986,42.39,No
"Oconomowoc Electroplating Co., Inc.",Ashippun,WID006100275,09/21/1984,31.86,No
Onalaska Municipal Landfill,Onalaska,WID980821656,09/21/1984,42.47,No
Penta Wood Products,Daniels,WID006176945,06/17/1996,50.00,No
Refuse Hideaway Landfill,Middleton,WID980610604,10/14/1992,34.67,No
Ripon City Landfill,Fond Du Lac County,WID980610190,05/31/1994,39.04,No
Sauk County Landfill,Excelsior,WID980610141,10/04/1989,34.21,No
Schmalz Dump,Harrison,WID980820096,09/21/1984,48.92,No
"Scrap Processing Co., Inc.",Medford,WID046536785,09/21/1984,34.24,No
Sheboygan Harbor & River,Sheboygan,WID980996367,06/10/1986,33.79,No
Spickler Landfill,Spencer,WID980902969,07/22/1987,44.24,No
Stoughton City Landfill,Stoughton,WID980901219,06/10/1986,35.79,No
Tomah Municipal Sanitary Landfill,Tomah,WID980610307,03/31/1989,45.91,No
"Waste Management of Wisconsin, Inc. (Brookfield Sanitary Landfill)",Brookfield,WID980901235,08/30/1990,28.90,No
Wausau Ground Water Contamination,Wausau,WID980993521,06/10/1986,28.91,No
F.E. Warren Air Force Base,Cheyenne,WY5571924179,02/21/1990,39.23,Yes
